CDL,lon,lat,scl,coastal,blue,green,red,rededge1,rededge2,rededge3,nir,nir08,nir09,swir16,swir22,bbox,year,tile,scene_date
Cotton,-90.59653696745364,35.56489067567248,4,523,456,799,480,1486,4468,5136,5356,5619,5783,2608,1209,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59620362442165,35.56487544582738,4,538,468,764,544,1486,4123,4837,5040,5279,5432,2686,1313,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59587028152275,35.56486021504361,4,538,486,794,510,1468,4412,5148,5512,5760,5432,2691,1318,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59553693875698,35.564844983321095,4,641,496,868,601,1485,4351,5067,5135,5558,4810,2923,1461,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59520359612435,35.564829750659875,4,641,856,1284,1266,1824,3722,4282,3892,4532,4810,3426,2192,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59487025362486,35.56481451706004,4,612,550,870,586,1517,4076,4678,4640,5225,4759,2835,1525,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5945369112585,35.564799282521435,4,612,600,935,695,1567,3670,4301,4320,4672,4759,2890,1637,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59420356902531,35.56478404704416,4,558,558,860,672,1496,3732,4328,4364,4752,4914,2831,1574,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59387022692529,35.56476881062819,4,558,459,748,454,1306,4163,4987,5092,5450,4914,2493,1153,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59353688495843,35.56475357327356,4,561,532,744,600,1361,3652,4310,4304,4805,4617,2613,1327,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59320354312476,35.5647383349802,4,561,596,836,776,1454,3363,4000,3956,4530,4617,2797,1580,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59287020142428,35.56472309574816,4,616,562,778,662,1439,3305,3951,4112,4466,4452,2827,1609,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59253685985698,35.56470785557743,4,616,566,762,598,1494,3581,4267,4488,4762,4452,2887,1637,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5922035184229,35.56469261446802,4,623,747,861,688,1531,3480,4063,4305,4615,4473,2957,1632,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59187017712203,35.56467737241994,4,623,774,860,678,1521,3655,4269,4396,4717,4473,2811,1465,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59153683595439,35.56466212943313,4,645,824,888,616,1562,3923,4570,4868,5044,4909,2755,1369,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59120349491997,35.56464688550766,4,645,904,918,706,1654,3937,4664,4716,5264,4909,2899,1535,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.59087015401879,35.56463164064351,5,718,1398,1738,2102,2191,3447,3965,3892,4260,4266,3749,2824,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.59053681325085,35.564616394840684,4,718,1046,1434,908,1845,3644,4165,4356,4540,4266,2193,1124,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.59020347261617,35.564601148099094,4,579,794,1428,1136,1896,3495,4138,4117,4514,4371,2026,1003,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58987013211475,35.56458590041887,4,579,681,1172,968,1857,3426,3994,4088,4390,4371,2025,914,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5895367917466,35.564570651799976,4,543,628,1096,892,1886,3536,4068,4236,4455,4681,2089,950,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58920345151172,35.56455540224242,4,543,598,1100,749,1824,3695,4359,4432,4832,4681,2034,1053,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58887011141015,35.56454015174612,4,519,598,1072,714,1725,3629,4302,4356,4850,4848,2007,1012,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58853677144185,35.564524900311184,4,519,598,1060,657,1552,3535,4257,4508,4765,4848,1999,1004,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58820343160686,35.56450964793758,4,520,634,1026,715,1603,3497,4233,4384,4688,4843,1967,996,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58787009190519,35.56449439462524,4,520,598,1032,740,1658,3535,4286,4340,4732,4843,1948,959,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58753675233683,35.56447914037423,4,695,582,1006,711,1759,3574,4275,4472,4660,4587,1934,957,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5872034129018,35.56446388518453,4,695,540,1030,736,1720,3364,3954,3940,4315,4587,1882,962,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5868700736001,35.56444862905619,4,727,538,946,700,1729,3195,3366,3892,3495,3852,1671,859,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58653673443173,35.564433371989146,4,727,529,922,672,1600,2998,3455,3520,3667,3852,1668,871,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58620339539674,35.56441811398343,4,661,724,1086,1034,1783,2918,3251,2900,3485,3630,2270,1390,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5858700564951,35.564402855039035,4,661,582,957,772,1732,3230,3750,3805,4076,3630,2108,1056,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58553671772681,35.56438759515597,4,537,608,1142,928,1783,3380,3894,3920,4350,4226,2177,1148,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58520337909192,35.56437233433419,4,537,601,1118,825,1746,3434,4021,4221,4355,4226,2036,1025,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5848700405904,35.56435707257376,4,502,787,1078,850,1837,3414,3938,4152,4466,4290,2055,996,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58453670222228,35.564341809874655,4,502,828,1166,1054,1892,3300,3805,3836,4241,4290,2050,1023,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58420336398756,35.56432654623691,4,508,746,1030,840,1749,3444,4058,4256,4489,4347,1964,1008,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58387002588624,35.564311281660444,4,508,664,1024,746,1705,3352,3947,4152,4409,4347,1970,990,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58353668791833,35.56429601614528,4,560,604,964,768,1570,3549,4297,4244,4772,4604,1968,1039,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58320335008386,35.564280749691505,4,560,596,1010,768,1617,3583,4219,4108,4624,4604,2024,1104,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58287001238281,35.56426548229901,4,644,515,914,686,1648,3752,4550,4700,4908,4798,1983,1052,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58253667481522,35.56425021396785,4,644,481,899,688,1633,3704,4456,4316,4828,4798,2055,1101,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58220333738106,35.56423494469803,4,750,670,1166,1078,1996,3424,3879,3540,4221,4512,2680,1742,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58187000008036,35.564219674489514,4,750,644,1102,1010,1946,3627,4214,4541,4605,4512,2804,1660,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58153666291314,35.56420440334234,4,648,556,968,854,1745,3841,4642,4820,4978,4942,2191,1153,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58120332587937,35.56418913125647,4,648,514,886,657,1608,3688,4511,4616,4919,4942,2092,1066,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58086998897909,35.56417385823201,4,497,622,970,650,1562,3745,4569,4640,4995,4972,1948,943,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5805366522123,35.564158584268796,4,497,502,880,549,1403,3708,4718,4884,5016,4972,1937,922,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.58020331557901,35.56414330936694,4,639,457,883,588,1451,3624,4476,4588,4967,4996,1963,1027,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57986997907922,35.56412803352644,4,639,485,886,674,1445,3695,4627,4696,5028,4996,1989,1196,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57953664271295,35.56411275674725,4,793,479,898,684,1504,3525,4342,4232,4815,5036,1936,1251,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5792033064802,35.564097479029364,4,793,487,910,717,1545,3696,4567,4716,5020,5036,2038,1222,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57886997038098,35.564082200372866,4,629,561,1034,674,1444,3545,4479,4396,4889,4880,1958,952,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5785366344153,35.56406692077768,4,629,630,990,647,1472,3612,4540,4560,4999,4880,1969,934,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57820329858316,35.56405164024379,4,494,532,962,594,1463,3762,4633,4676,5046,5037,1898,930,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57786996288458,35.564036358771276,4,494,513,950,589,1500,3913,4897,4868,5336,5037,1870,890,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.57753662731956,35.56402107636007,4,552,790,1136,1142,1894,3476,4151,4028,4362,4904,2811,1967,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57720329188811,35.564005793010196,4,552,511,974,614,1598,3633,4431,4628,4927,4904,2354,1277,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57686995659024,35.56399050872167,4,577,500,888,593,1591,3720,4539,4756,5029,4946,1963,972,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57653662142597,35.5639752234945,4,577,493,934,578,1491,3691,4463,4596,4896,4946,1952,985,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57620328639527,35.56395993732866,4,539,520,926,758,1732,3726,4477,4552,4807,4820,2198,1094,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57586995149819,35.563944650224144,4,539,526,982,822,1823,3762,4414,4588,4827,4820,2240,1095,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57553661673471,35.563929362180986,4,515,523,1016,770,1680,3689,4417,4364,4804,4735,2059,1009,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57520328210487,35.56391407319907,4,515,502,1016,686,1573,3724,4534,4472,4880,4735,1913,974,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57486994760863,35.56389878327859,4,506,512,910,636,1586,3506,4169,4308,4586,4558,1943,1025,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57453661324604,35.563883492419436,4,506,566,930,672,1609,3535,4266,4392,4643,4558,1913,1000,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5742032790171,35.56386820062161,4,491,538,1032,696,1724,3548,4182,4240,4478,4446,1890,967,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57386994492178,35.56385290788515,4,585,539,983,681,1696,3454,4028,4064,4464,4443,1921,995,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57353661096016,35.563837614209994,4,585,522,1064,644,1605,3740,4400,4332,4736,4443,1933,969,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57320327713218,35.56382231959625,5,983,1076,1578,1810,2409,3144,3396,3512,3643,3353,3795,2917,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.5728699434379,35.56380702404376,5,983,1424,1816,2336,2446,2761,2985,3008,3253,3353,4329,3727,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57253660987728,35.56379172755264,5,1191,1372,1766,2226,2590,2750,2912,2780,3135,3054,4374,4064,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57220327645038,35.56377643012284,5,1191,1342,1702,2158,2636,2706,2831,2700,3090,3054,4339,4013,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57186994315715,35.56376113175444,5,1152,1230,1542,1854,2228,2338,2458,2388,2688,2771,3886,3550,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57153660999765,35.56374583244739,5,1152,1302,1608,2018,2322,2449,2554,2564,2785,2771,4007,3711,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57120327697186,35.56373053220165,5,1144,1246,1516,1852,2107,2237,2390,2344,2592,2680,3910,3710,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57086994407979,35.563715231017234,5,1144,1334,1572,1926,2231,2314,2502,2470,2699,2680,4047,3794,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57053661132146,35.56369992889421,5,1160,1280,1608,1964,2293,2388,2535,2510,2746,2787,4127,3946,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57020327869687,35.56368462583245,5,1160,1316,1688,2116,2382,2478,2626,2632,2861,2787,4238,4009,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56986994620603,35.563669321832116,5,1133,1296,1660,2060,2379,2481,2616,2600,2871,2862,4235,3993,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56953661384894,35.563654016893096,5,1133,1300,1660,2086,2405,2499,2671,2674,2899,2862,4274,4012,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56920328162562,35.563638711015436,5,978,1258,1616,2052,2345,2482,2652,2610,2852,2886,4203,3941,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56886994953608,35.563623404199156,5,978,1234,1606,2006,2343,2400,2634,2630,2890,2886,4211,3804,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56853661758032,35.563608096444206,5,657,674,1009,1080,1499,2143,2485,2740,2712,2494,3502,2418,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56820328575834,35.563592787750565,5,657,600,856,1150,1417,1598,1785,1876,2272,2494,3395,2348,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56786995407016,35.56357747811828,5,547,633,845,1186,1475,1674,1880,1938,2218,2178,3447,2406,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56753662251579,35.563562167547374,5,547,618,828,1180,1463,1658,1898,1914,2183,2178,3435,2387,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56720329109524,35.56354685603778,5,517,594,816,1104,1438,1585,1770,1880,2081,2150,3379,2315,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5668699598085,35.563531543589576,5,517,620,800,1140,1428,1605,1794,1916,2122,2150,3385,2333,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5665366286556,35.56351623020276,5,512,592,822,1130,1409,1606,1793,1886,2114,2146,3381,2320,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56620329763653,35.56350091587724,5,512,592,806,1128,1415,1608,1783,1875,2114,2146,3376,2327,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56586996675132,35.56348560061309,5,500,591,784,1082,1383,1587,1778,1893,2132,2141,3384,2324,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56553663599996,35.56347028441027,5,500,558,778,1096,1405,1602,1767,1854,2112,2141,3373,2319,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56520330538245,35.56345496726883,5,500,546,769,1100,1409,1596,1771,1844,2140,2159,3391,2327,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56486997489883,35.56343964918873,5,500,554,802,1120,1413,1610,1808,1918,2163,2159,3431,2330,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56453664454908,35.56342433016997,5,587,628,810,1138,1380,1556,1778,1931,2023,2418,3427,2338,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.56420331433323,35.56340901021261,5,587,759,955,1322,1636,1897,2056,2340,2674,2418,3574,2647,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56386998425124,35.563393689316534,5,516,570,711,904,1170,1372,1597,1742,1946,1812,3047,2204,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56353665430318,35.56337836748188,5,516,478,620,842,1106,1368,1481,1466,1737,1812,2822,1962,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56320332448902,35.56336304470859,5,446,537,652,819,1108,1325,1497,1542,1696,1719,2835,1985,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5628699948088,35.56334772099661,5,446,470,655,838,1123,1321,1476,1490,1734,1719,2829,1951,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5625366652625,35.563332396346055,5,441,488,644,841,1091,1334,1481,1504,1714,1753,2837,1974,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56220333585013,35.563317070756796,5,441,480,618,838,1101,1316,1455,1530,1744,1753,2850,1994,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56187000657171,35.56330174422891,5,445,491,668,854,1127,1313,1502,1534,1760,1776,2955,2062,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56153667742723,35.56328641676238,5,445,478,665,858,1155,1323,1473,1554,1766,1776,2964,2076,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56120334841671,35.563271088357254,5,447,462,652,843,1102,1290,1457,1477,1698,1724,2886,2020,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56087001954018,35.56325575901345,5,447,492,673,835,1097,1311,1482,1488,1722,1724,2868,2033,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5605366907976,35.56324042873103,5,443,470,650,828,1097,1294,1463,1481,1737,1719,2842,1979,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.56020336218903,35.563225097509935,5,443,476,613,805,1099,1221,1415,1446,1681,1719,2895,2035,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55987003371443,35.56320976535022,5,506,556,885,875,1270,2085,2400,2736,2683,2306,2915,2126,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55953670537384,35.563194432251855,5,506,642,756,874,1106,1273,1244,1456,1684,2306,2541,2293,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55920337716726,35.56317909821487,5,577,606,684,822,1061,1223,1366,1302,1475,1452,2521,2419,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55887004909471,35.56316376323922,5,577,598,739,876,1090,1230,1308,1344,1486,1452,2618,2570,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55853672115617,35.563148427325,5,614,594,704,874,1074,1184,1344,1316,1490,1548,2659,2616,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55820339335168,35.56313309047209,5,614,687,778,990,1172,1272,1415,1500,1608,1548,2793,2759,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5578700656812,35.56311775268053,5,628,654,754,924,1152,1279,1413,1342,1564,1638,2800,2759,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5575367381448,35.56310241395042,5,628,686,850,1015,1230,1341,1468,1514,1655,1638,2853,2792,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55720341074245,35.56308707428159,5,636,690,832,1034,1183,1314,1441,1532,1649,1696,2812,2793,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55687008347417,35.563071733674185,5,636,646,810,1013,1186,1332,1431,1448,1627,1696,2865,2808,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55653675633994,35.5630563921281,5,625,692,818,1014,1244,1384,1529,1518,1695,1660,2948,2883,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5562034293398,35.5630410496434,5,625,719,848,1021,1212,1341,1479,1518,1658,1660,2854,2773,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55587010247378,35.56302570622007,5,704,683,832,988,1197,1327,1489,1487,1648,1975,2791,2673,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55553677574183,35.56301036185815,5,704,760,921,1198,1596,1997,2247,1776,2431,1975,3322,2837,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.55520344914399,35.56299501655757,5,788,1098,1382,1620,2145,2769,2940,2956,3299,3409,3830,3080,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55487012268027,35.56297967031834,5,788,1002,1362,2056,2515,2806,3093,3220,3596,3409,4977,3449,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.55453679635067,35.562964323140505,5,753,996,1384,2094,2567,2812,3105,3239,3666,3629,5067,3468,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
